row_id,planet_name,planet_host,discovery_method_group,orbital_period_days,planet_mass_earth,cluster_numeric_id,cluster_label,hz_reported,hz_derived,flux_zone_reported,flux_zone_derived,giant_or_evolved_host_flag,compact_or_hot_subdwarf_host_flag,ultra_short_period_flag,high_mass_companion_flag,extreme_wide_period_flag
4064,NGTS-14 A b,NGTS-14 A,Transit,3.5357173,29.24036,0,Low-mass short-period,,0.0,,too_hot,False,False,False,False,False
4065,NGTS-15 b,NGTS-15,Transit,3.27623,238.68913,1,Hot/warm giants,0.0,0.0,too_hot,too_hot,False,False,False,False,False
4066,NGTS-16 b,NGTS-16,Transit,4.84532,211.99155,1,Hot/warm giants,0.0,0.0,too_hot,too_hot,False,False,False,False,False
4067,NGTS-17 b,NGTS-17,Transit,3.24253,242.8209,1,Hot/warm giants,0.0,0.0,too_hot,too_hot,False,False,False,False,False
4068,NGTS-18 b,NGTS-18,Transit,3.05125,129.99182,1,Hot/warm giants,0.0,0.0,too_hot,too_hot,False,False,False,False,False
4069,NGTS-2 b,NGTS-2,Transit,4.511164,235.1942,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
4070,NGTS-3 A b,NGTS-3 A,Transit,1.6753728,756.4354,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
4071,NGTS-4 b,NGTS-4,Transit,1.3373508,20.6,0,Low-mass short-period,,0.0,,too_hot,False,False,False,False,False
4072,NGTS-5 b,NGTS-5,Transit,3.3569866,72.78307,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
4073,NGTS-6 b,NGTS-6,Transit,0.882059,425.57437,1,Hot/warm giants,,0.0,,too_hot,False,False,True,False,False
4074,NGTS-8 b,NGTS-8,Transit,2.4997,295.5819,1,Hot/warm giants,0.0,0.0,too_hot,too_hot,False,False,False,False,False
4075,NGTS-9 b,NGTS-9,Transit,4.43527,921.707,1,Hot/warm giants,0.0,0.0,too_hot,too_hot,False,False,False,False,False
4076,NN Ser c,NN Ser,Other methods,5573.55,2329.6,2,Long-period giants,,,,,False,False,False,False,False
4077,NN Ser d,NN Ser,Other methods,2883.5,731.0,2,Long-period giants,,,,,False,False,False,False,False
4078,NSVS 14256825 b,NSVS 14256825,Other methods,3225.0,4497.2945,2,Long-period giants,,0.0,,too_hot,False,True,False,True,False
4079,NY Vir b,NY Vir,Other methods,3160.0,845.4278,2,Long-period giants,,0.0,,too_hot,False,True,False,False,False
4080,NY Vir c,NY Vir,Other methods,8799.0,1760.7782,2,Long-period giants,,1.0,,habitable_zone,False,True,False,False,False
4084,OGLE-2005-BLG-390L b,OGLE-2005-BLG-390L,Microlensing,3285.0,5.5,3,Intermediate-mass moderate-period,,,,,False,False,False,False,False
4085,OGLE-2006-BLG-109L b,OGLE-2006-BLG-109L,Microlensing,1788.5,231.0,2,Long-period giants,,,,,False,False,False,False,False
4086,OGLE-2006-BLG-109L c,OGLE-2006-BLG-109L,Microlensing,4927.5,86.0,2,Long-period giants,,,,,False,False,False,False,False
4087,OGLE-2007-BLG-349L AB c,OGLE-2007-BLG-349L A,Microlensing,2557.0,80.0,2,Long-period giants,,,,,False,False,False,False,False
4122,OGLE-2016-BLG-1190L b,OGLE-2016-BLG-1190L,Microlensing,1224.0,4253.0,2,Long-period giants,,,,,False,False,False,True,False
4138,OGLE-2018-BLG-0740L b,OGLE-2018-BLG-0740L,Microlensing,5480.0,1500.0,2,Long-period giants,,,,,False,False,False,False,False
4148,OGLE-TR-10 b,OGLE-TR-10,Transit,3.101278,197.046,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
4150,OGLE-TR-113 b,OGLE-TR-113,Transit,1.4324752,400.449,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
4151,OGLE-TR-132 b,OGLE-TR-132,Transit,1.689868,375.02,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
4152,OGLE-TR-182 b,OGLE-TR-182,Transit,3.9791,320.995,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
4153,OGLE-TR-211 b,OGLE-TR-211,Transit,3.67724,327.351,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
4154,OGLE-TR-56 b,OGLE-TR-56,Transit,1.2119189,441.77,1,Hot/warm giants,,,,,False,False,False,False,False
4155,OGLE2-TR-L9 b,OGLE2-TR-L9,Transit,2.4855335,1430.175,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
4156,Oph 11 b,Oph 11,Imaging,7300000.0,4449.62,2,Long-period giants,,,,,False,False,False,True,True
4159,PH1 b,PH1,Transit,138.317,169.0,3,Intermediate-mass moderate-period,,0.0,,too_hot,False,False,False,False,False
4161,POTS-1 b,POTS-1,Transit,3.1606296,734.16,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
4162,PSR B0329+54 b,PSR B0329+54,Other methods,10140.0,1.97,3,Intermediate-mass moderate-period,,,,,False,True,False,False,False
4163,PSR B1257+12 b,PSR B1257+12,Other methods,25.262,0.02,0,Low-mass short-period,,,,,False,True,False,False,False
4164,PSR B1257+12 c,PSR B1257+12,Other methods,66.5419,4.3,3,Intermediate-mass moderate-period,,,,,False,True,False,False,False
4165,PSR B1257+12 d,PSR B1257+12,Other methods,98.2114,3.9,3,Intermediate-mass moderate-period,,,,,False,True,False,False,False
4167,PSR J1719-1438 b,PSR J1719-1438,Other methods,0.09070629,382.8,1,Hot/warm giants,,,,,False,True,True,False,False
4168,PSR J2322-2650 b,PSR J2322-2650,Other methods,0.322964,252.64307,1,Hot/warm giants,,,,,False,True,True,False,False
4169,Pr0201 b,Pr0201,Radial Velocity,4.4264,171.6282,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
4170,Pr0211 b,Pr0211,Radial Velocity,2.1461,597.5204,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
4171,Pr0211 c,Pr0211,Radial Velocity,4850.0,2475.8957,2,Long-period giants,,0.0,,too_cold,False,False,False,False,False
4172,Proxima Cen b,Proxima Cen,Radial Velocity,11.186,1.27,0,Low-mass short-period,1.0,1.0,habitable_zone,habitable_zone,False,False,False,False,False
4173,Qatar-1 b,Qatar-1,Transit,1.4200242,411.27202,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
4174,Qatar-10 b,Qatar-10,Transit,1.645321,233.92288,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
4175,Qatar-2 b,Qatar-2,Transit,1.33711647,792.635,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
4176,Qatar-3 b,Qatar-3,Transit,2.5079204,1369.8473,1,Hot/warm giants,0.0,0.0,too_hot,too_hot,False,False,False,False,False
4177,Qatar-4 b,Qatar-4,Transit,1.8053564,1938.763,1,Hot/warm giants,0.0,0.0,too_hot,too_hot,False,False,False,False,False
4178,Qatar-5 b,Qatar-5,Transit,2.8792319,1373.0256,1,Hot/warm giants,0.0,0.0,too_hot,too_hot,False,False,False,False,False
4179,Qatar-6 b,Qatar-6,Transit,3.506195,212.31044,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
4180,Qatar-7 b,Qatar-7,Transit,2.032046,597.5204,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
4181,Qatar-8 b,Qatar-8,Transit,3.71495,117.91493,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
4182,Qatar-9 b,Qatar-9,Transit,1.540731,378.2177,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
4185,RR Cae b,RR Cae,Other methods,4343.5,1334.886,2,Long-period giants,,,,,False,False,False,False,False
4186,Ross 128 b,Ross 128,Radial Velocity,9.8658,1.4,0,Low-mass short-period,1.0,1.0,habitable_zone,habitable_zone,False,False,False,False,False
4189,SWEEPS-11 b,SWEEPS-11,Transit,1.796,3082.82,1,Hot/warm giants,,,,,False,False,False,False,False
4190,SWEEPS-4 b,SWEEPS-4,Transit,4.2,1207.7,1,Hot/warm giants,,,,,False,False,False,False,False
4191,TAP 26 b,TAP 26,Radial Velocity,10.79,527.5978,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
4193,TIC 172900988 b,TIC 172900988 Aa,Transit,200.452,942.0,2,Long-period giants,,0.0,,too_hot,False,False,False,False,False
4194,TIC 237913194 b,TIC 237913194,Transit,15.168865,617.22586,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
4195,TIC 257060897 b,TIC 257060897,Transit,3.660028,212.94503,1,Hot/warm giants,,,,,False,False,False,False,False
4196,TOI-1062 b,TOI-1062,Transit,4.11296,10.15,0,Low-mass short-period,0.0,0.0,too_hot,too_hot,False,False,False,False,False
4197,TOI-1062 c,TOI-1062,Transit,7.972,9.78,0,Low-mass short-period,0.0,0.0,too_hot,too_hot,False,False,False,False,False
4199,TOI-1130 c,TOI-1130,Transit,8.350381,309.56642,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
4200,TOI-1201 b,TOI-1201,Transit,2.4919863,6.28,0,Low-mass short-period,0.0,0.0,too_hot,too_hot,False,False,False,False,False
4202,TOI-1231 b,TOI-1231,Transit,24.245586,15.4,3,Intermediate-mass moderate-period,0.0,0.0,too_hot,too_hot,False,False,False,False,False
4203,TOI-1235 b,TOI-1235,Transit,3.444717,5.9,0,Low-mass short-period,0.0,0.0,too_hot,too_hot,False,False,False,False,False
4204,TOI-125 b,TOI-125,Transit,4.65382,9.5,0,Low-mass short-period,0.0,0.0,too_hot,too_hot,False,False,False,False,False
4205,TOI-125 c,TOI-125,Transit,9.15059,6.63,0,Low-mass short-period,0.0,0.0,too_hot,too_hot,False,False,False,False,False
4206,TOI-125 d,TOI-125,Transit,19.98,13.6,0,Low-mass short-period,0.0,0.0,too_hot,too_hot,False,False,False,False,False
4207,TOI-1259 A b,TOI-1259 A,Transit,3.477978,140.16233,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
4208,TOI-1260 b,TOI-1260,Transit,3.12748,8.6,0,Low-mass short-period,0.0,0.0,too_hot,too_hot,False,False,False,False,False
4209,TOI-1260 c,TOI-1260,Transit,7.49325,11.8,0,Low-mass short-period,0.0,0.0,too_hot,too_hot,False,False,False,False,False
4210,TOI-1266 b,TOI-1266,Transit,10.894843,13.5,0,Low-mass short-period,0.0,0.0,too_hot,too_hot,False,False,False,False,False
4211,TOI-1266 c,TOI-1266,Transit,18.80151,2.2,0,Low-mass short-period,0.0,0.0,too_hot,too_hot,False,False,False,False,False
4212,TOI-1278 b,TOI-1278,Transit,14.47567,5879.82553,1,Hot/warm giants,,0.0,,too_hot,False,False,False,True,False
4213,TOI-1296 b,TOI-1296,Transit,3.9443715,94.71287,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
4214,TOI-1298 b,TOI-1298,Transit,4.537164,113.14691,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
4215,TOI-132 b,TOI-132,Transit,2.1097019,22.4,0,Low-mass short-period,0.0,0.0,too_hot,too_hot,False,False,False,False,False
4216,TOI-1333 b,TOI-1333,Transit,4.720219,753.2571,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
4217,TOI-1338 b,TOI-1338,Transit,95.174,33.0,3,Intermediate-mass moderate-period,,0.0,,too_hot,False,False,False,False,False
4218,TOI-1431 b,TOI-1431,Transit,2.650237,991.62463,1,Hot/warm giants,0.0,0.0,too_hot,too_hot,False,False,False,False,False
4219,TOI-1444 b,TOI-1444,Transit,0.4702694,3.87,0,Low-mass short-period,,0.0,,too_hot,False,False,True,False,False
4220,TOI-1444 c,TOI-1444,Radial Velocity,16.066,11.8,0,Low-mass short-period,,0.0,,too_hot,False,False,False,False,False
4221,TOI-1478 b,TOI-1478,Transit,10.180249,270.47333,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
4222,TOI-150.01,TOI-150,Transit,5.857487,797.7533,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
4223,TOI-1518 b,TOI-1518,Transit,1.902603,731.00534,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
4224,TOI-157 b,TOI-157,Transit,2.0845435,375.0394,1,Hot/warm giants,0.0,0.0,too_hot,too_hot,False,False,False,False,False
4225,TOI-1601 b,TOI-1601,Transit,5.331751,314.6517,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
4226,TOI-163 b,TOI-163,Transit,4.231306,387.7526,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
4227,TOI-1634 b,TOI-1634,Transit,0.989343,4.91,0,Low-mass short-period,0.0,0.0,too_hot,too_hot,False,False,True,False,False
4228,TOI-1685 b,TOI-1685,Transit,0.6691403,3.78,0,Low-mass short-period,0.0,0.0,too_hot,too_hot,False,False,True,False,False
4229,TOI-169 b,TOI-169,Transit,2.2554477,251.40353,1,Hot/warm giants,0.0,0.0,too_hot,too_hot,False,False,False,False,False
4230,TOI-172 b,TOI-172,Transit,9.47725,1722.6386,1,Hot/warm giants,0.0,0.0,too_hot,too_hot,False,False,False,False,False
4231,TOI-1728 b,TOI-1728,Transit,3.49151,26.78,0,Low-mass short-period,0.0,0.0,too_hot,too_hot,False,False,False,False,False
4232,TOI-1749 b,TOI-1749,Transit,2.38839,57.0,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
4233,TOI-1749 c,TOI-1749,Transit,4.4929,14.0,0,Low-mass short-period,,0.0,,too_hot,False,False,False,False,False
4234,TOI-1749 d,TOI-1749,Transit,9.0497,15.0,0,Low-mass short-period,,0.0,,too_hot,False,False,False,False,False
4235,TOI-178 b,TOI-178,Transit,1.914558,1.5,0,Low-mass short-period,,0.0,,too_hot,False,False,False,False,False
4236,TOI-178 c,TOI-178,Transit,3.23845,4.77,0,Low-mass short-period,,0.0,,too_hot,False,False,False,False,False
4237,TOI-178 d,TOI-178,Transit,6.5577,3.01,0,Low-mass short-period,,0.0,,too_hot,False,False,False,False,False
4238,TOI-178 e,TOI-178,Transit,9.961881,3.86,0,Low-mass short-period,,0.0,,too_hot,False,False,False,False,False
4239,TOI-178 f,TOI-178,Transit,15.231915,7.72,0,Low-mass short-period,,0.0,,too_hot,False,False,False,False,False
4240,TOI-178 g,TOI-178,Transit,20.7095,3.94,0,Low-mass short-period,,0.0,,too_hot,False,False,False,False,False
4241,TOI-1789 b,TOI-1789,Transit,3.208664,222.47988,1,Hot/warm giants,0.0,0.0,too_hot,too_hot,False,False,False,False,False
4243,TOI-1899 b,TOI-1899,Transit,29.02,209.7678,1,Hot/warm giants,0.0,0.0,too_hot,too_hot,False,False,False,False,False
4244,TOI-201 b,TOI-201,Transit,52.97818,133.4886,3,Intermediate-mass moderate-period,,0.0,,too_hot,False,False,False,False,False
4248,TOI-216.01,TOI-216,Transit,34.556,200.0,1,Hot/warm giants,0.0,0.0,too_hot,too_hot,False,False,False,False,False
4249,TOI-216.02,TOI-216,Transit,17.089,30.0,3,Intermediate-mass moderate-period,0.0,0.0,too_hot,too_hot,False,False,False,False,False
4250,TOI-220 b,TOI-220,Transit,10.695264,13.8,0,Low-mass short-period,,0.0,,too_hot,False,False,False,False,False
4251,TOI-2202 b,TOI-2202,Transit,11.9101,310.83618,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
4252,TOI-2202 c,TOI-2202,Other methods,24.6744,117.27868,3,Intermediate-mass moderate-period,,0.0,,too_hot,False,False,False,False,False
4254,TOI-2285 b,TOI-2285,Transit,27.26955,19.5,3,Intermediate-mass moderate-period,1.0,1.0,habitable_zone,habitable_zone,False,False,False,False,False
4257,TOI-251 b,TOI-251,Transit,4.93777,317.83,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
4258,TOI-257 b,TOI-257,Transit,18.38818,43.86032,3,Intermediate-mass moderate-period,0.0,0.0,too_hot,too_hot,False,False,False,False,False
4259,TOI-269 b,TOI-269,Transit,3.6977104,8.8,0,Low-mass short-period,0.0,0.0,too_hot,too_hot,False,False,False,False,False
4260,TOI-270 b,TOI-270,Transit,3.3601538,1.58,0,Low-mass short-period,,0.0,,too_hot,False,False,False,False,False
4261,TOI-270 c,TOI-270,Transit,5.6605731,6.15,0,Low-mass short-period,,0.0,,too_hot,False,False,False,False,False
4262,TOI-270 d,TOI-270,Transit,11.379573,4.78,0,Low-mass short-period,,0.0,,too_hot,False,False,False,False,False
4263,TOI-3362 b,TOI-3362,Transit,18.09547,1598.35906,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
4264,TOI-421 b,TOI-421,Transit,5.19672,7.17,0,Low-mass short-period,0.0,0.0,too_hot,too_hot,False,False,False,False,False
4265,TOI-421 c,TOI-421,Transit,16.06819,16.42,0,Low-mass short-period,0.0,0.0,too_hot,too_hot,False,False,False,False,False
4266,TOI-431 b,TOI-431,Transit,0.490047,3.07,0,Low-mass short-period,,0.0,,too_hot,False,False,True,False,False
4267,TOI-431 c,TOI-431,Radial Velocity,4.8494,2.83,0,Low-mass short-period,,0.0,,too_hot,False,False,False,False,False
4268,TOI-431 d,TOI-431,Transit,12.46103,9.9,0,Low-mass short-period,,0.0,,too_hot,False,False,False,False,False
4272,TOI-481 b,TOI-481,Transit,10.33111,486.2799,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
4273,TOI-519 b,TOI-519,Transit,1.2652328,4449.62,1,Hot/warm giants,,0.0,,too_hot,False,False,False,True,False
4274,TOI-530 b,TOI-530,Transit,6.387597,127.13136,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
4275,TOI-532 b,TOI-532,Transit,2.3266508,61.5,1,Hot/warm giants,0.0,0.0,too_hot,too_hot,False,False,False,False,False
4277,TOI-558 b,TOI-558,Transit,14.574071,1147.36055,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
4278,TOI-559 b,TOI-559,Transit,6.9839095,1910.14873,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
4279,TOI-561 b,TOI-561,Transit,0.446578,1.59,0,Low-mass short-period,,0.0,,too_hot,False,False,True,False,False
4280,TOI-561 c,TOI-561,Transit,10.779,5.4,0,Low-mass short-period,,0.0,,too_hot,False,False,False,False,False
4281,TOI-561 d,TOI-561,Transit,25.62,11.95,3,Intermediate-mass moderate-period,,0.0,,too_hot,False,False,False,False,False
4282,TOI-561 e,TOI-561,Transit,77.23,16.0,3,Intermediate-mass moderate-period,,0.0,,too_hot,False,False,False,False,False
4283,TOI-561 f,TOI-561,Transit,16.287,3.0,0,Low-mass short-period,,0.0,,too_hot,False,False,False,False,False
4284,TOI-564 b,TOI-564,Transit,1.651144,464.98529,1,Hot/warm giants,0.0,0.0,too_hot,too_hot,False,False,False,False,False
4285,TOI-628 b,TOI-628,Transit,3.4095675,2011.8639,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
4286,TOI-640 b,TOI-640,Transit,5.0037775,279.6904,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
4287,TOI-674 b,TOI-674,Transit,1.977143,23.6,0,Low-mass short-period,0.0,0.0,too_hot,too_hot,False,False,False,False,False
4288,TOI-677 b,TOI-677,Transit,11.2366,392.83788,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
4292,TOI-763 b,TOI-763,Transit,5.6057,9.79,0,Low-mass short-period,,0.0,,too_hot,False,False,False,False,False
4293,TOI-763 c,TOI-763,Transit,12.2737,9.32,0,Low-mass short-period,,0.0,,too_hot,False,False,False,False,False
4294,TOI-776 b,TOI-776,Transit,8.24661,4.0,0,Low-mass short-period,0.0,0.0,too_hot,too_hot,False,False,False,False,False
4295,TOI-776 c,TOI-776,Transit,15.6653,5.3,0,Low-mass short-period,0.0,0.0,too_hot,too_hot,False,False,False,False,False
4297,TOI-824 b,TOI-824,Transit,1.392978,18.467,0,Low-mass short-period,0.0,0.0,too_hot,too_hot,False,False,False,False,False
4298,TOI-837 b,TOI-837,Transit,8.3248762,381.396,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
4299,TOI-849 b,TOI-849,Transit,0.76552414,39.09,1,Hot/warm giants,,0.0,,too_hot,False,False,True,False,False
4300,TOI-892 b,TOI-892,Transit,10.62656,301.9385,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
4301,TOI-905 b,TOI-905,Transit,3.739494,211.99261,1,Hot/warm giants,0.0,0.0,too_hot,too_hot,False,False,False,False,False
4302,TOI-942 b,TOI-942,Transit,4.32419,826.358,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
4303,TOI-942 c,TOI-942,Transit,10.15643,794.575,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
4304,TOI-954 b,TOI-954,Transit,3.6849729,55.30242,1,Hot/warm giants,0.0,0.0,too_hot,too_hot,False,False,False,False,False
4305,TRAPPIST-1 b,TRAPPIST-1,Transit,1.510826,1.374,0,Low-mass short-period,0.0,0.0,too_hot,too_hot,False,False,False,False,False
4306,TRAPPIST-1 c,TRAPPIST-1,Transit,2.421937,1.308,0,Low-mass short-period,0.0,0.0,too_hot,too_hot,False,False,False,False,False
4307,TRAPPIST-1 d,TRAPPIST-1,Transit,4.049219,0.388,0,Low-mass short-period,1.0,1.0,habitable_zone,habitable_zone,False,False,False,False,False
4308,TRAPPIST-1 e,TRAPPIST-1,Transit,6.101013,0.692,0,Low-mass short-period,1.0,1.0,habitable_zone,habitable_zone,False,False,False,False,False
4309,TRAPPIST-1 f,TRAPPIST-1,Transit,9.20754,1.039,0,Low-mass short-period,1.0,1.0,habitable_zone,habitable_zone,False,False,False,False,False
4310,TRAPPIST-1 g,TRAPPIST-1,Transit,12.352446,1.321,0,Low-mass short-period,0.0,0.0,too_cold,too_cold,False,False,False,False,False
4311,TRAPPIST-1 h,TRAPPIST-1,Transit,18.772866,0.326,0,Low-mass short-period,0.0,0.0,too_cold,too_cold,False,False,False,False,False
4312,TYC 0434-04538-1 b,TYC 0434-04538-1,Radial Velocity,193.2,1938.763,2,Long-period giants,,0.0,,too_hot,True,False,False,False,False
4313,TYC 1422-614-1 b,TYC 1422-614-1,Radial Velocity,198.4,794.5,2,Long-period giants,,0.0,,too_hot,True,False,False,False,False
4314,TYC 1422-614-1 c,TYC 1422-614-1,Radial Velocity,559.3,3178.0,2,Long-period giants,,0.0,,too_hot,True,False,False,False,False
4315,TYC 3318-01333-1 b,TYC 3318-01333-1,Radial Velocity,562.0,1086.9786,2,Long-period giants,,0.0,,too_hot,True,False,False,False,False
4316,TYC 3667-1280-1 b,TYC 3667-1280-1,Radial Velocity,26.468,1716.282,1,Hot/warm giants,,0.0,,too_hot,True,False,False,False,False
4317,TYC 4282-00605-1 b,TYC 4282-00605-1,Radial Velocity,101.54,3426.2074,2,Long-period giants,,0.0,,too_hot,True,False,False,False,False
4320,Teegarden's Star b,Teegarden's Star,Radial Velocity,4.91,1.05,0,Low-mass short-period,1.0,1.0,habitable_zone,habitable_zone,False,False,False,False,False
4321,Teegarden's Star c,Teegarden's Star,Radial Velocity,11.409,1.11,0,Low-mass short-period,1.0,1.0,habitable_zone,habitable_zone,False,False,False,False,False
4322,TrES-1 b,TrES-1,Transit,3.03007,266.9772,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
4323,TrES-2 b,TrES-2,Transit,2.47063,473.5667,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
4324,TrES-3 b,TrES-3,Transit,1.30618581,607.03,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
4325,TrES-4 b,TrES-4,Transit,3.55395,247.9074,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
4326,TrES-5 b,TrES-5,Transit,1.48224686,568.9157,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
4331,UZ For b,UZ For,Other methods,5840.0,2002.2,2,Long-period giants,,,,,False,False,False,False,False
4332,UZ For c,UZ For,Other methods,1916.25,2447.2,2,Long-period giants,,,,,False,False,False,False,False
4333,V0391 Peg b,V0391 Peg,Other methods,1170.0,1017.056,2,Long-period giants,,0.0,,too_hot,False,True,False,False,False
4338,V830 Tau b,V830 Tau,Radial Velocity,4.927,222.481,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
4340,WASP-1 b,WASP-1,Transit,2.5199454,271.415,1,Hot/warm giants,,,,,False,False,False,False,False
4341,WASP-10 b,WASP-10,Transit,3.0927616,1001.12,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
4342,WASP-100 b,WASP-100,Transit,2.84938,400.4658,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
4343,WASP-101 b,WASP-101,Transit,3.58572,162.0933,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
4344,WASP-103 b,WASP-103,Transit,0.925542,473.547,1,Hot/warm giants,,0.0,,too_hot,False,False,True,False,False
4345,WASP-104 b,WASP-104,Transit,1.7554137,404.263,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
4346,WASP-105 b,WASP-105,Transit,7.87288,572.094,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
4347,WASP-106 b,WASP-106,Transit,9.28971,514.8846,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
4348,WASP-107 b,WASP-107,Transit,5.7214742,30.5,0,Low-mass short-period,,0.0,,too_hot,False,False,False,False,False
4349,WASP-107 c,WASP-107,Radial Velocity,1088.0,115.0,2,Long-period giants,,0.0,,too_cold,False,False,False,False,False
4350,WASP-11 b,WASP-11,Transit,3.72247,251.0857,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
4351,WASP-110 b,WASP-110,Transit,3.77840121,162.09249,1,Hot/warm giants,,,,,False,False,False,False,False
4352,WASP-113 b,WASP-113,Transit,4.54216875,150.96925,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
4353,WASP-114 b,WASP-114,Transit,1.5487743,562.24127,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
4354,WASP-117 b,WASP-117,Transit,10.02165,95.349,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
4355,WASP-118 b,WASP-118,Transit,4.0460435,163.36462,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
4356,WASP-119 b,WASP-119,Transit,2.49979,390.9309,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
4357,WASP-12 b,WASP-12,Transit,1.09142,465.62095,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
4358,WASP-120 b,WASP-120,Transit,3.6112706,1541.4755,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
4359,WASP-121 b,WASP-121,Transit,1.2749255,375.99289,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
4360,WASP-123 b,WASP-123,Transit,2.9776412,285.72917,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
4361,WASP-124 b,WASP-124,Transit,3.37265,190.698,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
4362,WASP-126 b,WASP-126,Transit,3.28883,90.3,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
4363,WASP-126 c,WASP-126,Other methods,7.63,64.2,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
4364,WASP-127 b,WASP-127,Transit,4.17806203,52.3466,1,Hot/warm giants,,,,,False,False,False,False,False
4365,WASP-129 b,WASP-129,Transit,5.748145,317.83,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
4366,WASP-13 b,WASP-13,Transit,4.35301,114.4188,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
4367,WASP-130 b,WASP-130,Transit,11.55098,390.9309,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
4368,WASP-131 b,WASP-131,Transit,5.322023,85.8141,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
4369,WASP-132 b,WASP-132,Transit,7.133521,130.3103,1,Hot/warm giants,,0.0,,too_hot,False,False,False,False,False
