row_id,planet_name,planet_host,num_stars,num_planets,discovery_method,discovery_year,discovery_facility,orbital_period_days,semi_major_axis_au,planet_mass_earth,eccentricity,insolation_flux_earth,equilibrium_temperature_k,spectral_type,stellar_teff_k,stellar_radius_solar,stellar_mass_solar,stellar_metallicity_dex,stellar_metallicity_ratio_raw,stellar_logg_cgs,distance_pc,gaia_magnitude,stellar_metallicity_ratio_clean,discovery_method_group,hz_reported,flux_zone_reported,log10_insolation_reported,log10_orbital_period_days,log10_semi_major_axis_au,log10_planet_mass_earth,stellar_teff_1000k,stellar_luminosity_solar,semi_major_axis_kepler_au,semi_major_axis_best_au,semi_major_axis_source,insolation_derived_earth,log10_insolation_derived,hz_derived,flux_zone_derived,earth_equivalent_period_days,period_to_earth_equivalent_ratio,log10_period_to_earth_equivalent_ratio,stellar_logg_calculated_cgs,reported_to_derived_flux_ratio,reported_derived_zone_agreement,orbital_period_days_missing,semi_major_axis_au_missing,planet_mass_earth_missing,eccentricity_missing,insolation_flux_earth_missing,equilibrium_temperature_k_missing,spectral_type_missing,stellar_teff_k_missing,stellar_radius_solar_missing,stellar_mass_solar_missing,stellar_metallicity_dex_missing,stellar_metallicity_ratio_raw_missing,stellar_logg_cgs_missing,distance_pc_missing,gaia_magnitude_missing,eligible_reported_core_model,eligible_derived_flux_analysis
52,BD+20 2457 c,BD+20 2457,1,2,Radial Velocity,2009,McDonald Observatory,621.99,2.01,3963.17,0.18,,,K2 II,4137.0,49.0,2.8,-1.0,[Fe/H],1.51,1539.71,9.22684,[Fe/H],Radial Velocity,,,,2.7937834024082937,0.30319605742048883,3.598042701776136,4.137,633.6201120450978,2.0099324521274027,2.01,catalog_semi_major_axis,156.83277939781144,2.195436839112272,0,too_hot,27566.58221811683,0.022563188830540863,-1.6465995219918683,1.504765871285192,,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
53,BD+20 274 b,BD+20 274,1,1,Radial Velocity,2012,McDonald Observatory,578.2,1.3,1334.886,0.21,,,K5 III,4296.0,17.3,0.8,-0.46,[Fe/H],1.99,1322.51,8.91613,[Fe/H],Radial Velocity,,,,2.762078087334639,0.11394335230683679,3.1254441782961377,4.296,91.84256564280666,1.260923012264405,1.3,catalog_semi_major_axis,54.34471339811044,1.7351573027240879,0,too_hot,12115.134406708465,0.04772543007693218,-1.3212501492790445,1.8649977807343525,,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
54,BD+20 594 b,BD+20 594,1,1,Transit,2016,K2,41.6855,,22.2481,0.0,,,,5766.0,1.08,1.67,-0.15,[Fe/H],4.5,179.461,10.8644,[Fe/H],Transit,,,,1.6199850150435282,,1.347292927912494,5.766,1.1615576609188287,0.27914853352378105,0.27914853352378105,kepler_from_period,14.906307368403592,1.1733700721488485,0,too_hot,316.2369182707619,0.1318173103505546,-0.8800275541116364,4.593868960173683,,,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
55,BD+45 564 b,BD+45 564,1,1,Radial Velocity,2021,Haute-Provence Observatory,307.88,0.83,432.24663,0.12,,,K1,5004.0,,0.81,-0.09,[Fe/H],4.22,53.622,9.41266,[Fe/H],Radial Velocity,,,,2.488381477887442,-0.08092190762392612,2.635731615993133,5.004,,0.8318068806156563,0.83,catalog_semi_major_axis,,,,,,,,,,,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
56,BD+48 738 b,BD+48 738,1,1,Radial Velocity,2011,McDonald Observatory,392.6,1.0,289.2253,0.2,,,K0 III,4414.0,11.0,0.74,-0.2,[Fe/H],2.24,871.493,8.65569,[Fe/H],Radial Velocity,,,,2.5939502952639875,0.0,2.461236280219331,4.414,41.38180176460602,0.9491116123652997,1.0,catalog_semi_major_axis,41.38180176460602,1.6168093959331686,0,too_hot,6927.577798007246,0.05667204489755907,-1.2466311164267352,2.2244463494145257,,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
57,BD+48 740 b,BD+48 740,1,1,Radial Velocity,2018,Multiple Observatories,733.0,1.7,540.311,0.76,,,,4534.0,10.33,1.09,-0.13,[Fe/H],2.48,666.589,8.26449,[Fe/H],Radial Velocity,,,,2.8651039746411278,0.2304489213782739,2.732643809276511,4.534,40.62762325345551,1.637386979922961,1.7,catalog_semi_major_axis,14.058001125763154,1.1479235737588611,0,too_hot,5629.800924439598,0.13019998572559904,-0.8853890633814513,2.4472258549013826,,,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
58,BD+49 828 b,BD+49 828,1,1,Radial Velocity,2015,McDonald Observatory,2590.0,4.2,508.5,0.35,,,K0,4943.0,7.6,1.52,-0.19,[Fe/H],2.85,442.042,9.02851,[Fe/H],Radial Velocity,,,,3.413299764081252,0.6232492903979004,2.7062909572587635,4.943,31.065928382751924,4.243793294971257,4.2,catalog_semi_major_axis,1.7611070511764129,0.24578575592306257,0,too_hot,3898.3576747179277,0.6643823415170348,-0.17758191909184395,2.8582164033831896,,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
59,BD+55 362 b,BD+55 362,1,1,Radial Velocity,2021,Haute-Provence Observatory,265.59,0.78,228.83645,0.27,,,K3,5012.0,,0.91,0.18,[Fe/H],4.09,52.5697,9.15305,[Fe/H],Radial Velocity,,,,2.424211718939284,-0.10790539730951958,2.359525201821434,5.012,,0.783600660988958,0.78,catalog_semi_major_axis,,,,,,,,,,,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
60,BD+63 1405 b,BD+63 1405,1,1,Radial Velocity,2021,Haute-Provence Observatory,1198.48,2.06,1258.60049,0.88,,,K0,5000.0,,0.82,-0.09,[Fe/H],4.2,38.0473,8.705,[Fe/H],Radial Velocity,,,,3.0786307910087114,0.31386722036915343,3.0998878964915995,5.0,,2.066799407613951,2.06,catalog_semi_major_axis,,,,,,,,,,,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
61,BD-00 4475 b,BD-00 4475,1,1,Radial Velocity,2021,Haute-Provence Observatory,723.2,1.48,7961.6016,0.39,,,G0,5040.0,,0.81,-0.14,[Fe/H],4.25,42.6402,8.78101,[Fe/H],Radial Velocity,,,,2.859258417467307,0.17026171539495738,3.901000441616508,5.04,,1.469852656156215,1.48,catalog_semi_major_axis,,,,,,,,,,,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
62,BD-06 1339 b,BD-06 1339,1,2,Radial Velocity,2013,La Silla Observatory,3.8728,0.0428,8.5,0.0,,,K7/M0 V,4324.0,,0.7,-0.14,[Fe/H],4.74,20.2695,9.10677,[Fe/H],Radial Velocity,,,,0.5880250696328332,-1.368556230986828,0.9294189257142927,4.324,,0.042853790620112256,0.0428,catalog_semi_major_axis,,,,,,,,,,,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
63,BD-06 1339 c,BD-06 1339,1,2,Radial Velocity,2013,La Silla Observatory,125.94,0.435,53.0,0.31,,,K7/M0 V,4324.0,,0.7,-0.14,[Fe/H],4.74,20.2695,9.10677,[Fe/H],Radial Velocity,,,,2.100163688966044,-0.3615107430453627,1.724275869600789,4.324,,0.43659791386028773,0.435,catalog_semi_major_axis,,,,,,,,,,,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
64,BD-08 2823 b,BD-08 2823,1,2,Radial Velocity,2009,La Silla Observatory,5.6,0.06,12.7132,0.15,,,,4816.0,0.71,0.5,-0.06,[Fe/H],4.43,41.3342,9.50331,[Fe/H],Radial Velocity,,,,0.7481880270062004,-1.2218487496163564,1.1042548792261997,4.816,0.24431904422150294,0.048984107896850634,0.06,catalog_semi_major_axis,67.86640117263971,1.8316548199841096,0,too_hot,179.5036207035474,0.031197142308613784,-1.5058851859956721,4.4344533068978675,,,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
65,BD-08 2823 c,BD-08 2823,1,2,Radial Velocity,2009,La Silla Observatory,237.6,0.68,104.0,0.19,,,K3 V,4746.0,,0.74,-0.07,[Fe/H],4.13,41.3342,9.50331,[Fe/H],Radial Velocity,,,,2.375846436309156,-0.16749108729376366,2.0170333392987803,4.746,,0.6790702654694155,0.68,catalog_semi_major_axis,,,,,,,,,,,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
66,BD-10 3166 b,BD-10 3166,1,1,Radial Velocity,2000,W. M. Keck Observatory,3.48777,0.04,187.5197,0.02,,,,5393.0,0.91,1.47,0.38,[Fe/H],4.69,84.4069,9.83981,[Fe/H],Radial Velocity,,,,0.5425478377787923,-1.3979400086720375,2.2730468995403816,5.393,0.6311014472548986,0.05117731774852499,0.04,catalog_semi_major_axis,394.4384045343116,2.595979193453086,0,too_hot,213.30740843902387,0.01635090888555338,-1.786458101535212,4.687234550105989,,,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
67,BD-11 4672 b,BD-11 4672,1,2,Radial Velocity,2014,La Silla Observatory,1634.0,2.36,206.5895,0.05,,,,4550.0,0.64,0.65,-0.35,[Fe/H],4.64,27.1665,9.48511,[Fe/H],Radial Velocity,,,,3.2132520521963968,0.37291200297010657,2.3151082445410927,4.55,0.1581613068922146,2.351864719497948,2.36,catalog_semi_major_axis,0.02839724700018217,-1.5467237610298155,0,too_cold,113.62103210140002,14.381140267602499,1.1577933222286918,4.638553408675081,,,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
68,BD-11 4672 c,BD-11 4672,1,2,Radial Velocity,2020,Roque de los Muchachos Observatory,74.2,0.3,15.37,0.4,,,,4550.0,0.64,0.65,-0.35,[Fe/H],4.64,27.1665,9.48511,[Fe/H],Radial Velocity,,,,1.8704039052790271,-0.5228787452803376,1.186673867499745,4.55,0.1581613068922146,0.29935067332122106,0.3,catalog_semi_major_axis,1.7573478543579402,0.24485773547107284,0,too_hot,113.62103210140002,0.6530481076230755,-0.18505482468867782,4.638553408675081,,,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
69,BD-13 2130 b,BD-13 2130,1,1,Radial Velocity,2007,La Silla Observatory,714.29999,1.66,3108.3774,0.21,,,,4545.0,19.17,2.12,-0.08,[Fe/H],2.2,925.214,9.69971,[Fe/H],Radial Velocity,,,,2.853880644044541,0.22010808804005508,3.492533742685839,4.545,141.27798311958557,2.008964364839003,1.66,catalog_semi_major_axis,51.26940888357729,1.7098583102221339,0,too_hot,10279.64599393569,0.06948682770023303,-1.1580975148241006,2.199091635172626,,,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
70,BD-17 63 b,BD-17 63,1,1,Radial Velocity,2008,La Silla Observatory,655.6,1.34,1620.9,0.54,,,K5 V,4714.0,0.69,0.74,-0.03,[Fe/H],4.26,34.4603,9.20112,[Fe/H],Radial Velocity,,,,2.8166389448984614,0.12710479836480765,3.209756222258858,4.714,0.2118123138682509,1.335907496046677,1.34,catalog_semi_major_axis,0.11796185891526557,-0.9282583921877112,0,too_cold,132.5677142388448,4.945397178824534,0.6942011767511872,4.6295335382564655,,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
71,CD Cet b,CD Cet,1,1,Radial Velocity,2020,Calar Alto Observatory,2.2907,0.0185,3.95,,8.6,464.0,M5.0 V,3130.0,0.17,0.16,0.13,[Fe/H],4.93,8.60715,12.1232,[Fe/H],Radial Velocity,0,too_hot,0.9344984512435677,0.3599682158259049,-1.7328282715969863,0.5965970956264602,3.13,0.002499020986258595,0.018462562919007285,0.0185,catalog_semi_major_axis,7.301741376942572,0.863426446450488,0,too_hot,10.206049273530438,0.224445320476844,-0.6488894448948538,5.1812221398993765,1.1778012334368713,True,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
72,CFBDSIR J145829+101343 b,CFBDSIR J145829+101343,1,1,Imaging,2011,W. M. Keck Observatory,10037.5,2.6,3337.1,,,370.0,,580.5,,0.02,,,4.72,,,,Imaging,,,,4.0016255582867375,0.414973347970818,3.5233692209782803,0.5805,,2.4719151220691704,2.6,catalog_semi_major_axis,,,,,,,,,,,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,0,0
73,CFHTWIR-Oph 98 b,CFHTWIR-Oph 98 A,1,1,Imaging,2021,Hubble Space Telescope,8040000.0,200.0,2479.06157,,,1800.0,M9-L1,2320.0,0.24,0.01,,,3.85,,,,Imaging,,,,6.905256048748451,2.3010299956639813,3.394287313044222,2.32,0.0015033812632530678,169.21695770961236,200.0,catalog_semi_major_axis,3.7584531581326694e-08,-7.424990858026978,0,too_cold,27.886375729894876,288312.83340204455,5.459863974166379,3.677577516576788,,,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,1
74,CHXR 73 b,CHXR 73,1,1,Imaging,2006,Hubble Space Telescope,,210.0,3994.486,,,,M3.5,,,0.35,,,,190.374,17.2934,,Imaging,,,,,2.322219294733919,3.6014609033683485,,,,210.0,catalog_semi_major_axis,,,,,,,,,,,1,0,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0
75,CI Tau b,CI Tau,1,1,Radial Velocity,2019,Multiple Observatories,8.9891,,3686.828,0.25,,,K7,,,0.9,,,,157.998,12.1454,,Radial Velocity,,,,0.9537162117999686,,3.566652877125156,,,0.08168923479811471,0.08168923479811471,kepler_from_period,,,,,,,,,,,0,1,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0
76,COCONUTS-2 b,COCONUTS-2 A,1,1,Imaging,2021,NASA Infrared Telescope Facility (IRTF),402000000.0,7506.0,2002.31896,,,434.0,M3 V,3406.0,0.39,0.37,0.0,[Fe/H],4.83,10.8864,10.146,[Fe/H],Imaging,,,,8.60422605308447,3.8754085600770636,3.3015332597239015,3.406,0.018441765649106153,7652.8721912002975,7506.0,catalog_semi_major_axis,3.273296745693622e-10,-9.485014621280627,0,too_cold,30.049775843476308,13377803.618035063,7.126384816356508,4.8240725100139965,,,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
77,CT Cha b,CT Cha,1,1,Imaging,2007,Paranal Observatory,,440.0,5403.0,,,2600.0,,,,,,,,190.72,11.7733,,Imaging,,,,,2.6434526764861874,3.732634967539196,,,,440.0,catalog_semi_major_axis,,,,,,,,,,,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0
78,CoRoT-1 b,CoRoT-1,1,1,Transit,2008,CoRoT,1.5089557,,327.35,0.0,,1898.0,G0 V,5950.0,1.11,0.95,-0.3,[M/H],4.25,787.909,13.457,[M/H],Transit,,,,0.17867648992273436,,2.5150123452580155,5.95,1.3912607427515946,0.025310382706589793,0.025310382706589793,kepler_from_period,2171.7563841698848,3.3368111068539212,0,too_hot,480.04817178348907,0.003143342249161961,-2.502608330140441,4.325077647715532,,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
79,CoRoT-10 b,CoRoT-10,1,1,Transit,2010,CoRoT,13.2406,0.1055,874.0,0.53,,600.0,K1 V,5075.0,0.79,0.89,0.26,[Fe/H],4.65,338.386,14.6645,[Fe/H],Transit,,,,1.1219076656765674,-0.9767475403662885,2.941511432634403,5.075,0.37298647092404824,0.10535980615635641,0.1055,catalog_semi_major_axis,33.51105958303257,1.5251881599686357,0,too_hot,184.78428367195335,0.07165436224817677,-1.1447573650343545,4.592135824064029,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
80,CoRoT-11 b,CoRoT-11,1,1,Transit,2010,CoRoT,2.99433,0.0436,740.51,0.0,,1657.0,F6 V,6440.0,1.37,1.27,-0.03,[Fe/H],4.22,655.037,12.841,[Fe/H],Transit,,,,0.47629966149847214,-1.360513510731414,2.869530927699219,6.44,2.908568618519355,0.04402920713810681,0.0436,catalog_semi_major_axis,1530.0525095316868,3.184706335529064,0,too_hot,721.851477407359,0.004148124778735092,-2.3821481881795608,4.268362586643144,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
81,CoRoT-12 b,CoRoT-12,1,1,Transit,2010,CoRoT,2.828042,0.04016,291.438,0.07,,1442.0,,5675.0,1.12,1.08,0.16,[Fe/H],4.38,1126.37,15.3453,[Fe/H],Transit,,,,0.4514858549950149,-1.396206295863037,2.4645461778881823,5.675,1.1721797625838293,0.040154880588818394,0.04016,catalog_semi_major_axis,726.7864315793532,2.8614068108412525,0,too_hot,395.9351065156803,0.007142690692137452,-2.1461381562042283,4.372987710146586,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
82,CoRoT-13 b,CoRoT-13,1,1,Transit,2010,CoRoT,4.03519,0.051,415.704,0.0,,1700.0,G0 V,5945.0,1.01,1.09,0.01,[Fe/H],4.46,1148.93,14.9147,[Fe/H],Transit,,,,0.6058639886265819,-1.2924298239020637,2.618784203408235,5.945,1.1480079450294864,0.051049482275319975,0.051,catalog_semi_major_axis,441.3717589502063,2.6448045415024275,0,too_hot,388.0035024375358,0.010399880348115209,-1.9829716572831657,4.466783750375338,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
83,CoRoT-14 b,CoRoT-14,1,1,Transit,2010,CoRoT,1.51214,0.027,2415.4,0.0,,1952.0,F9 V,6035.0,1.21,1.13,0.05,[Fe/H],4.35,1744.6,15.8116,[Fe/H],Transit,,,,0.17959200175564313,-1.5686362358410126,3.3829890619644596,6.035,1.7497441439137247,0.02685513454803869,0.027,catalog_semi_major_axis,2400.1977282767143,3.380247020362571,0,too_hot,522.7354030825829,0.00289274457226902,-2.5386899126193905,4.325507702850519,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
84,CoRoT-16 b,CoRoT-16,1,1,Transit,2011,CoRoT,5.35227,0.0618,170.032,0.33,,,G5 V,5650.0,1.19,1.1,0.19,[M/H],4.36,732.409,15.6507,[M/H],Transit,,,,0.7285380136821199,-1.2090115249111841,2.2305306632346986,5.65,1.3001169620574415,0.061815315155933595,0.0618,catalog_semi_major_axis,340.41248050854136,2.532005474199358,0,too_hot,424.0144921105979,0.012622846859215225,-1.898842686627844,4.328298762373164,,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
85,CoRoT-17 b,CoRoT-17,1,1,Transit,2011,CoRoT,3.7681,0.0461,772.29,0.0,,1626.0,G2 V,5740.0,1.59,1.04,0.0,[Fe/H],4.4,1176.12,15.4368,[Fe/H],Transit,,,,0.5761224198299447,-1.3362990746103518,2.8877804114110295,5.74,2.4725012996179268,0.04801378129631099,0.0461,catalog_semi_major_axis,1163.4150505681446,3.0657346777676744,0,too_hot,706.1971350708016,0.005335762229653084,-2.2728035315372273,4.052239090657878,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
86,CoRoT-18 b,CoRoT-18,1,1,Transit,2011,CoRoT,1.9000693,0.0295,1102.82,0.08,,1550.0,G9 V,5440.0,1.0,0.95,-0.1,[Fe/H],4.4,764.889,14.8009,[Fe/H],Transit,,,,0.2787694409837459,-1.530177984021837,3.0425046335770776,5.44,0.7890241737216781,0.029513950599079047,0.0295,catalog_semi_major_axis,906.6638020358266,2.9574462771505674,0,too_hot,313.72285152346444,0.006056521833755827,-2.2177767128083348,4.415723605288847,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
87,CoRoT-19 b,CoRoT-19,1,1,Transit,2011,CoRoT,3.89713,0.0518,352.78,0.047,,2000.0,F9 V,6090.0,1.65,1.21,-0.02,[Fe/H],4.07,790.663,13.7831,[Fe/H],Transit,,,,0.590744893178108,-1.285670240254767,2.5475039558933252,6.09,3.3738966051583406,0.051645390928413734,0.0518,catalog_semi_major_axis,1257.3965076393988,3.099472249783022,0,too_hot,826.6018375736265,0.004714639894147196,-2.326551473225117,4.085817481888637,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
88,CoRoT-2 b,CoRoT-2,2,1,Transit,2008,CoRoT,1.7429935,0.02798,1102.82,0.0143,,,,5625.0,0.91,0.96,,,,213.283,12.2489,,Transit,,,,0.2412957675348951,-1.5531522898441912,3.0425046335770776,5.625,0.7469088443881027,0.027961519795216085,0.02798,catalog_semi_major_axis,954.0522976282234,2.9795721817783436,0,too_hot,299.50585009034575,0.005819564123619713,-2.235109542119126,4.502188448397381,,,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1
89,CoRoT-20 b,CoRoT-20,1,2,Transit,2011,CoRoT,9.24285,0.09,1366.669,0.59,,,,,,1.14,,,,844.061,14.4686,,Transit,,,,0.9658059050326123,-1.0457574905606752,3.135663343477824,,,0.09004205621542638,0.09,catalog_semi_major_axis,,,,,,,,,,,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0
90,CoRoT-20 c,CoRoT-20,1,2,Radial Velocity,2018,Multiple Observatories,1675.0,2.9,5403.11,0.6,,,,,,1.14,,,,844.061,14.4686,,Radial Velocity,,,,3.224014811372864,0.4623979978989561,3.732643809276511,,,2.883487069879745,2.9,catalog_semi_major_axis,,,,,,,,,,,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0
91,CoRoT-21 b,CoRoT-21,1,1,Transit,2012,CoRoT,2.72474,0.0417,718.2958,0.0,,,F8 IV,6200.0,1.95,1.29,0.0,[Fe/H],3.7,,15.8558,[Fe/H],Transit,,,,0.4353250673640437,-1.3798639450262424,2.856303327045638,6.2,5.062099659541683,0.04156104561847034,0.0417,catalog_semi_major_axis,2911.1097651615014,3.46405858108471,0,too_hot,1085.2839683639595,0.0025106240204648767,-2.600218320366835,3.9685204875742124,,,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
92,CoRoT-22 b,CoRoT-22,1,1,Transit,2014,CoRoT,9.75598,0.092,12.2,0.077,,885.0,G3 V,5939.0,1.14,1.1,0.17,[Fe/H],4.36,627.158,13.7305,[Fe/H],Transit,,,,0.9892709013281894,-1.0362121726544447,1.0863598306747482,5.939,1.4566583882522324,0.0922397278391745,0.092,catalog_semi_major_axis,172.1004712018233,2.2357820594040945,0,too_hot,461.755596270848,0.02112801680973568,-1.6751412662704364,4.36558298248528,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
93,CoRoT-23 b,CoRoT-23,1,1,Transit,2011,CoRoT,3.6313,0.048,889.9,0.16,,1660.0,G0 V,5900.0,1.61,1.14,0.05,[Fe/H],4.3,1060.97,15.0681,[Fe/H],Transit,,,,0.5600621296516789,-1.3187587626244128,2.949341206770497,5.9,2.829791963982796,0.04830026948075702,0.048,catalog_semi_major_axis,1228.2083177008662,3.0892720341952753,0,too_hot,746.3691507232121,0.004865286830895095,-2.3128915509962567,4.081253099272773,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
94,CoRoT-24 b,CoRoT-24,1,2,Transit,2014,CoRoT,5.1134,0.056,5.7,0.0,,1070.0,K1 V,4950.0,0.86,0.91,0.3,[Fe/H],4.55,591.555,15.1801,[Fe/H],Transit,,,,0.7087097671051746,-1.2518119729937995,0.7558748556724915,4.95,0.40004828094593203,0.05628942674137598,0.056,catalog_semi_major_axis,127.566416117963,2.105736354523183,0,too_hot,192.59891439533487,0.026549474674109882,-1.575944067742301,4.528044489833958,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
95,CoRoT-24 c,CoRoT-24,1,2,Transit,2014,CoRoT,11.759,0.098,28.0,0.0,,850.0,K1 V,4950.0,0.86,0.91,0.3,[Fe/H],4.55,591.555,15.1801,[Fe/H],Transit,,,,1.070370390367003,-1.0087739243075051,1.4471580313422192,4.95,0.40004828094593203,0.09806948800020761,0.098,catalog_semi_major_axis,41.65433995688588,1.6196602571505943,0,too_hot,192.59891439533487,0.06105434206063638,-1.2142834444804724,4.528044489833958,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
96,CoRoT-25 b,CoRoT-25,1,1,Transit,2013,CoRoT,4.86069,0.0578,85.81,0.0,,1330.0,F9,6040.0,1.19,1.09,-0.01,[Fe/H],4.31,1103.48,14.711,[Fe/H],Transit,,,,0.6866979239787829,-1.238072161579471,1.9335379019717047,6.04,1.6979949238333905,0.057793717696797746,0.0578,catalog_semi_major_axis,508.2538893911084,2.7060807107427043,0,too_hot,520.3903881250737,0.009340468446223016,-2.0296313423450614,4.324332575155562,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
97,CoRoT-26 b,CoRoT-26,1,1,Transit,2013,CoRoT,4.20474,0.0526,165.26,0.0,,1600.0,G5,5590.0,1.79,1.09,0.01,[Fe/H],3.99,1045.18,15.4682,[Fe/H],Transit,,,,0.6237391463749965,-1.279014255846261,2.2181677484204254,5.59,2.8186944724629486,0.05246964354713645,0.0526,catalog_semi_major_axis,1018.7708628370182,3.008076515512175,0,too_hot,761.0496288586485,0.0055249222134250014,-2.2576738321257657,3.969720435980837,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
98,CoRoT-27 b,CoRoT-27,1,1,Transit,2014,CoRoT,3.57532,0.0476,3302.11,0.065,,1500.0,G2,5900.0,1.08,1.05,-0.1,[M/H],4.4,1010.28,15.3902,[M/H],Transit,,,,0.5533149183090587,-1.322393047279507,3.518791536400216,5.9,1.2733572573548602,0.04650998814623846,0.0476,catalog_semi_major_axis,562.0000606219811,2.749736362415663,0,too_hot,427.2757802970959,0.00836771042232721,-2.077393357654794,4.392341788096038,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
99,CoRoT-28 b,CoRoT-28,1,1,Transit,2015,CoRoT,5.20851,0.0603,153.82972,0.047,,,G8/9 IV,5150.0,1.78,1.01,0.15,[Fe/H],3.6,766.183,13.4119,[Fe/H],Transit,,,,0.71671350231544,-1.2196826878598488,2.1870402495426498,5.15,2.0079996422438806,0.0590005386248451,0.0603,catalog_semi_major_axis,552.2414577867656,2.742129006816423,0,too_hot,613.0589838684283,0.008495936177517668,-2.0707887587221174,3.941481369164854,,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
100,CoRoT-29 b,CoRoT-29,1,1,Transit,2015,CoRoT,2.85057,0.0386,270.1555,0.082,,,K0 V,5260.0,0.9,0.97,0.2,[Fe/H],4.3,806.507,15.2394,[Fe/H],Transit,,,,0.45493171022015916,-1.413412695328245,2.4316138136125303,5.26,0.5586280075137324,0.03894797672749948,0.0386,catalog_semi_major_axis,374.928191034479,2.5739480964642696,0,too_hot,239.63286870360707,0.011895571819597767,-1.9246146766088874,4.516286715387595,,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
101,CoRoT-3 b,CoRoT-3,1,1,Transit,2008,CoRoT,4.2568,,6883.91,0.0,,,F3 V,6740.0,1.56,1.37,,,4.22,768.771,13.2188,,Transit,,,,0.629083245916666,,3.837835183741682,6.74,4.5246344012018165,0.05709116035074877,0.05709116035074877,kepler_from_period,1388.1799048613561,3.142445753312996,0,too_hot,968.0940722592776,0.004397093342453534,-2.3568343149847473,4.188471370447483,,,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
102,CoRoT-30 b,CoRoT-30,1,1,Transit,2020,CoRoT,9.06005,0.0844,921.707,0.007,,,G3 V,5650.0,0.91,0.98,0.02,[Fe/H],4.4,1032.23,15.413,[Fe/H],Transit,,,,0.9571305944388634,-1.0736575533743449,2.9645928857971935,5.65,0.7602760089540057,0.08448292435679894,0.0844,catalog_semi_major_axis,106.72997138344905,2.028286392982805,0,too_hot,300.40395867712743,0.030159555952249263,-1.5205750569968097,4.511143291050308,,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
